X,Y,Z,VX,VY,VZ
-127558855.5841642,-80636624.00593497,23106.54542862996,15.63550087481732,-25.15731152867738,0.001461197583658702
-126189731.7821264,-82798215.81074362,23244.09101290628,16.05630254077433,-24.8784737947482,0.001723788015093319
-124784477.2142271,-84935443.72715756,23404.33372214437,16.47187312761433,-24.59336547512575,0.0019834088610029
-123343540.0016409,-87047773.72194926,23586.151742924,16.88230971561799,-24.30215597819492,0.002219653915680908
-121867358.121716,-89134683.44246605,23786.60379163176,17.28774544639016,-24.00494208709285,0.002411334682163258
-120356357.7178106,-91195655.07742491,24001.01086578891,17.68831412675375,-23.70173094130408,0.002540056459553242
-118810954.9013774,-93230167.6646744,24223.35740312934,18.08410722314154,-23.39244553867748,0.002593786850328073
-117231561.003094,-95237690.94336516,24446.94602864981,18.47513986768143,-23.07695405565596,0.002568938891361228
-115618589.863505,-97217682.39127252,24665.13525152206,18.861338941929,-22.75511157263282,0.002470174794655833
-113972465.115883,-99169587.7981827,24871.97237466276,19.24255425346178,-22.42679763174931,0.002308332131814694
-112293625.8321524,-101092844.471581,25062.60714787245,19.61858317249908,-22.0919386049111,0.00209763197809032
-110582529.9005067,-102986885.6452295,25233.47359624505,19.98919674636986,-21.7505136929917,0.001853241010680406
-108839655.3791413,-104851144.882326,25382.29673119634,20.35415967055835,-21.40254994236262,0.001589688171646841
-107065500.4771179,-106685059.8154088,25507.99979183078,20.71324214818437,-21.04811285623822,0.001320112095123172
-105260582.8113005,-108488075.0598586,25610.57288809121,21.0662251998064,-20.68729719735686,0.001056068541714694
-103425438.3923814,-110259644.4234847,25690.93854028732,21.41290206124863,-20.32022005887737,0.000807608419203909
-101560620.5739906,-111999232.6301613,25750.8278535828,21.75307795741413,-19.94701649431478,0.0005834200264311917
-99666699.03553765,-113706316.7562102,25792.66752179712,22.08656972200086,-19.56783710053642,0.000390926531844471
-97744258.77765767,-115380387.5110157,25819.47192997485,22.41320594299562,-19.18284668509418,0.0002363058987775446
-95793899.0775302,-117020950.4209705,25834.73406171054,22.73282772487519,-18.79222325467208,0.0001244483662086182
-93816232.36024705,-118627526.9216779,25842.31132922322,23.04528981067896,-18.39615685380825,5.88880371132916e-05
-91811882.97092731,-120199655.3378512,25846.30569007993,23.35046170009329,-17.99484813488026,4.174377943311214e-05
-89781485.86034538,-121736891.7337642,25850.93975098431,23.64822850971236,-17.58850684029022,7.36860033550002e-05
-87725685.20811848,-123238810.6407632,25860.43081756681,23.93849158711503,-17.17735053329619,0.000153918016919441
-85645132.99240091,-124705005.6969143,25878.86265981197,24.22116921829883,-16.76160386548446,0.0002801335503344049
-83540487.47272488,-126135090.2486715,25910.0506208539,24.49619805202661,-16.34149839949493,0.000448395498604981
-81412411.49153523,-127528697.9468846,25957.39090643823,24.76353599705078,-15.91727252958003,0.0006528839811883458
-79261570.43839456,-128885483.3030803,26023.6815623045,25.02316720193236,-15.48917039783502,0.000885494436537293
-77088629.6902891,-130205122.0458702,26110.90386576205,25.27510911906273,-15.05743799570613,0.001135341447905169
-74894251.3915487,-131487310.9371058,26219.9627936855,25.51942036277821,-14.62231417145271,0.001388351360530393
-72679090.63143016,-132731766.5194434,26350.40802875906,25.75620604912143,-14.18401469940411,0.001627290046218199
-70443791.45900309,-133938222.1900557,26500.19268059731,25.9856151975854,-13.74270985618369,0.001832685577653592
-68188983.67948346,-135106423.2164863,26665.56413956732,26.20782445060447,-13.29850050427855,0.001984993132200685
-65915281.73899975,-136236119.9712648,26841.19275831431,26.42300632239789,-12.85140274416954,0.002067847247340993
-63623286.81355136,-137327060.6222658,27020.597638987,26.63128871507586,-12.40135217521728,0.002071471031788619
-61313592.2534815,-138378985.2227691,27196.82263474911,26.8327205354736,-11.94823168764519,0.001994824307599785
-58986791.18055027,-139391622.9529645,27363.20322179794,27.02725806715816,-11.49191421424398,0.001845474412209391
-56643484.16237851,-140364693.1015604,27514.0245744586,27.21477635396459,-11.03230364441106,0.001637336509240583
-54284285.09204213,-141297908.9687827,27644.93239916116,27.39509721543643,-10.56935999249978,0.00138744555751158
-51909824.42423093,-142190983.0978812,27753.0714802593,27.56802023455532,-10.10310530411936,0.001113062655593744
-49520749.99466664,-143043632.3615891,27837.01720754057,27.73334659673657,-9.633615719720677,0.000829833214057274
-47117726.22906549,-143855582.0620971,27896.59650841355,27.89089249821252,-9.161007860878044,0.000551031819539638
-44701432.59368025,-144626568.8443721,27932.67881841958,28.04049380952243,-8.68542573046334,0.0002875554246304368
-42272561.89708211,-145356342.6162274,27946.98439836502,28.18200544299861,-8.207031068857573,4.827271182916704e-05
-39831818.75937673,-146044667.8084113,27941.92734984308,28.31529855054048,-7.725997667926098,-0.0001595589687011234
-37379918.33785715,-146691324.2901498,27920.49138728529,28.44025765123524,-7.242508907276529,-0.0003299697329390838
-34917585.26047089,-147296108.1704266,27886.12703868747,28.55677881282806,-6.756757377529304,-0.0004581093773605716
-32445552.65413928,-147858832.6161298,27842.65640234202,28.66476929682194,-6.26894547445769,-0.0005402368246651967
-29964561.14173153,-148379328.7294264,27794.17318823934,28.7641485971833,-5.779286043871454,-0.0005738320670878316
-27475357.70178964,-148857446.4588442,27744.92965919524,28.85485049961852,-5.288002436516012,-0.0005577780543541966
-24978694.32466486,-149293055.4770485,27699.20683684945,28.93682564628683,-4.795327657497429,-0.0004925576624679184
-22475326.44314256,-149686045.945136,27661.1686321944,29.01004412284471,-4.301502613780211,-0.0003804236066711209
-19966011.14979355,-150036329.0943421,27634.70320291817,29.0744977848168,-3.806773688001564,-0.0002255236226424984
-17451505.22505426,-150343837.5788041,27623.25516606122,29.13020234134424,-3.311389897744826,-3.399050656893721e-05
-14932562.98610235,-150608525.5677691,27629.65062200278,29.17719948104883,-2.815599680207181,0.0001859769518537391
-12409933.93742108,-150830368.5312471,27655.9148523137,29.2155593799358,-2.319646899684082,0.000424024996460326
-9884360.185566643,-151009362.6154422,27703.08273426443,29.24538359970824,-1.823765150805572,0.0006675757793658255
-7356573.612259542,-151145523.4073392,27771.00765356421,29.26680754902176,-1.328169105379739,0.0009018885744265792
-4827292.924605287,-151238883.7868554,27858.18862801045,29.28000039557429,-0.8330419702841967,0.001110463186728139
-2297220.941892034,-151289490.538903,27961.65699679404,29.28515904310555,-0.3385196192053327,0.001276061078482368
232957.2086665686,-151297399.5618474,28076.98598860204,29.2824926262547,0.1553251651637651,0.001382543844942533
2762574.090606207,-151262669.9524601,28198.49202068895,29.27219641525618,0.6484916100593491,0.001417414359340841
5290977.378961123,-151185357.9026926,28319.66529202461,29.25441952896186,1.141045250087073,0.001374435715226163
7817524.584957788,-151065511.8811172,28433.79370298982,29.2292368904245,1.633093927982219,0.001255308484166551
10341575.97906033,-150903170.5287432,28534.65771234781,29.19663723016683,2.124750607723594,0.00106954284251437
12862487.40350264,-150698363.8893157,28617.13001461327,29.15653256838381,2.616095808995415,0.0008324556307066633
15379604.68670722,-150451117.414847,28677.54899241775,29.10878421160922,3.107152627433342,0.0005621285938290921
17892260.60550809,-150161457.3534978,28713.82745672017,29.05323365820476,3.597879819637706,0.0002765057563314244
20399774.330117,-149829416.0505455,28725.34826342016,28.98972781953155,4.088179636881077,-8.554949472383555e-06
22901452.60729112,-149455036.2080488,28712.74123433232,28.91813376706158,4.577912763243379,-0.0002800993130498419
25396591.77746578,-149038373.8050604,28677.62915091962,28.83834372566769,5.066913468594368,-0.0005280414729151861
27884479.92027607,-148579499.848618,28622.3987288624,28.7502736818836,5.555001148833002,-0.0007446872519478731
30364398.73364469,-148078501.3280751,28550.01921521127,28.65385912958463,6.041987227420939,-0.0009241536135111694
32835625.01804023,-147535481.7557789,28463.90783483535,28.54905051791362,6.527677999457257,-0.001061888244167086
35297431.81204867,-146950561.5953602,28367.82876071334,28.43580990797609,7.011874602501877,-0.001154382476759697
37749089.31943827,-146323878.7708897,28265.80754662305,28.31410956028961,7.49437137873951,-0.001199100054251723
40189865.80629777,-145655589.344503,28162.04298880696,28.1839326537393,7.974953797245176,-0.001194601943651286
42619028.64703117,-144945868.3548267,28060.80139846355,28.04527595302819,8.453396968290253,-0.001140818487737061
45035845.66746981,-144194910.7268861,27966.2835052833,27.89815390653118,8.929465594776,-0.001039397269445352
47439586.87579381,-143402932.1028886,27882.46112432331,27.74260337408074,9.402915913182673,-0.0008940402260830815
49829526.59510595,-142570169.4126092,27812.88829750568,27.5786880378051,9.873499765886134,-0.0007107442415419385
52204945.93137766,-141696881.009244,27760.49826082587,27.4065016304612,10.34097050508155,-0.000497880690484731
54565135.44783375,-140783346.2373013,27727.40164291859,27.22616942745953,10.80509012375716,-0.0002660860370498064
56909397.88636964,-139829864.354488,27714.70211353898,27.03784784592736,11.26563698994611,-2.797042701452312e-05
59237050.77521053,-138836752.7734901,27722.34436537325,26.84172222606405,11.72241382734638,0.0002023371079040714
61547428.76532718,-137804344.6050808,27749.00844537467,26.63800272444516,12.17525592274982,0.0004098109730659161
63839885.51134536,-136732985.4805571,27792.06671420485,26.42691772191306,12.62403957537662,0.0005793684132004984
66113794.83431242,-135623029.6515256,27847.62556499243,26.20870356603173,13.06869018128831,0.0006970047408030311
68368550.79499578,-134474835.4709866,27910.67968706787,25.98358947457504,13.50918801282732,0.0007512597605865423
70603566.25032,-133288760.5940391,27975.40374398232,25.75177773605968,13.94556827124306,0.0007348925708381415
72818269.5886218,-132065157.5610166,28035.58540602773,25.51342211611362,14.37791164273406,0.0006463969260082081
75012099.72897996,-130804370.679012,28085.16259101033,25.26861044791631,14.80632375478664,0.0004908006977295543
77184500.05119094,-129506735.0669027,28118.78036165982,25.01735831002823,15.23090659679537,0.0002792662783992483
79334912.41480206,-128172578.2487251,28132.25700479001,24.75961757308171,15.65172964546636,2.742398641419896e-05
81462772.49814929,-126802223.9285702,28122.86709762365,24.49529749559254,16.06880953015195,-0.0002470787624400117
83567507.24319361,-125395996.9495035,28089.40744736046,24.22429090640273,16.48210330558971,-0.000527017501140925
85648534.47560473,-123954228.2603783,28032.0781269297,23.94649717455663,16.89151437839683,-0.0007973493725916825
87705264.17199722,-122477259.0053501,27952.25191739947,23.66183690516407,17.29690584792644,-0.001046032216729387
89737100.60167597,-120965443.3596271,27852.20967058837,23.37025768669645,17.69811530038051,-0.001264039944362416
91743444.65476196,-119419150.1816959,27734.89751581848,23.07173316736675,18.09496693541192,-0.001444899977126823
93723695.91642348,-117838763.8015423,27603.73281911761,22.76625861283728,18.48727933352435,-0.001584073875557479
95677254.30487652,-116224684.3277659,27462.4619667083,22.45384562459265,18.87486893296359,-0.001678405173560549
97603521.28445418,-114577327.807704,27315.05828174949,22.13451781320742,19.25755014376542,-0.001725755594328859
99501900.785499,-112897126.480378,27165.64131234586,21.80830846165134,19.63513328859063,-0.001724877756008603
101371800.0285207,-111184529.2572259,27018.39666800201,21.47526069959381,20.00742159349504,-0.001675527422344558
103212630.4783093,-109440002.4592187,26877.47677595168,21.13543032970022,20.37420847375766,-0.001578785108931946
105023809.1487808,-107664030.7295039,26746.86704872549,20.78889103353788,20.73527639973616,-0.001437520597574959
106804760.4331044,-105857117.9310825,26630.2095445171,20.43574113517589,21.09039856234584,-0.001256890279965006
108554918.5352597,-104019787.7465919,26530.58754458278,20.07611046764753,21.43934419348843,-0.001044717175705756
110273730.4306773,-102152583.6542414,26450.28827629238,19.71016541473982,21.78188761240051,-0.0008115912241741796
111960659.113629,-100256067.9936988,26390.5737477541,19.33811022991003,22.11781998331746,-0.000570567247100584
113615186.7515416,-98330819.96817996,26351.49651101977,18.96018346214676,22.44696179676397,-0.0003364319169829599
115236817.3165912,-96377432.62181,26331.79466014355,18.57664954954361,22.76917373540031,-0.0001246254662916613
116825078.3232519,-94396509.01793224,26328.88907793164,18.18778680235755,23.08436407418841,5.00162359049483e-05
118379521.434223,-92388657.96165004,26338.99072669446,17.79387351344341,23.39249177879319,0.0001745251274201109
119899721.8410472,-90354489.64079688,26357.31265265867,17.39517368392468,23.69356534582957,0.0002389462850143076
121385276.4295381,-88294611.53982793,26378.3732814379,16.99192328361503,23.98763767836836,0.00023729708687803
122835800.8056397,-86209624.96676701,26396.3724976033,16.5843177474758,24.27479698204909,0.0001682801911009335
124250925.3338387,-84100122.54863182,26405.61507173628,16.17250188958126,24.55515341890446,3.564345035300676e-05
125630290.4791476,-81966687.05794476,26400.94433766976,15.75656426489154,24.82882178655052,-0.000151970057977735
126973541.9400486,-79809891.85050976,26378.13586900756,15.33653831791896,25.09590199381035,-0.0003818105572044317
128280326.2265705,-77630302.96322815,26334.19545343146,14.91241157387391,25.35646085414278,-0.0006384266395649263
129550287.3480431,-75428482.57526007,26267.51706360281,14.48414170682561,25.61051938593088,-0.0009054427982349011
130783065.0600317,-73204993.21544963,26177.88552546874,14.05167579834376,25.85804851304115,-0.001167304243033129
131978294.7415771,-70960401.96324155,26066.34447493404,13.61496805684102,26.09897328022254,-0.001410596148337717
133135608.596501,-68695284.0035289,25934.97723163292,13.17399230914246,26.33318300405648,-0.001624724851641446
134254637.6500793,-66410225.18500365,25786.65634124726,12.72874790014466,26.56054354778508,-0.001801982790489376
135335013.9954379,-64105823.55154626,25624.80769434944,12.2792598531829,26.78090836153254,-0.001937185155744814
136376372.8785101,-61782690.04956169,25453.21588647366,11.82557535738138,26.99412631673927,-0.002027117233776465
137378354.4023342,-59441448.72114938,25275.87795949727,11.36775881547768,27.20004577672197,-0.002069995485243226
138340604.8084375,-57082736.69624753,25096.89802173898,10.90588726017053,27.39851529607527,-0.002065076922947995
139262777.4251799,-54707204.23988941,24920.40641907975,10.44004739740129,27.58938181012689,-0.002012489341177925
140144533.4618102,-52315515.02650682,24750.48286893964,9.97033510016366,27.77248737997071,-0.001913311331287915
140985542.8838312,-49908346.71410242,24591.06192935258,9.49685785454751,27.94766573072076,-0.001769897521507247
141785485.63377,-47486391.7737903,24445.80120353773,9.019740289204393,28.11474007556761,-0.001586404088250504
142544053.4479434,-45050358.38915692,24317.89905362763,8.539132284772561,28.27352398114207,-0.001369407741584894
143260952.4348678,-42600971.08574921,24209.86128845438,8.05521813804994,28.42382700344266,-0.001128429378431051
143935906.3958884,-40138970.62747601,24123.2359420713,7.568224026277259,28.56546606746079,-0.0008761025993813121
144568660.5897861,-37665112.70173094,24058.358398607,7.078420219633695,28.6982818002172,-0.0006277294117822407
145158985.3472569,-35180165.08583182,24014.16661460139,6.586115035872877,28.82215662780909,-0.0004001003372557932
145706678.7708465,-32684903.35083907,23988.14623563737,6.091639880589464,28.93702964449798,-0.0002097145378847642
146211567.8431424,-30180105.5980849,23976.4417267032,5.595328076753768,29.04290349865081,-7.079882027305473e-05
146673507.620097,-27666547.03582438,23974.12914007902,5.097492659002877,29.13984115311276,6.37390624369516e-06
147092378.6540441,-25144995.23306894,23975.60708842613,4.59840832648444,29.22795395176914,1.649928350211383e-05
147468083.1535449,-22616206.6454357,23975.04218373727,4.098300489460009,29.30738482980712,-4.050472790417814e-05
147800540.5153617,-20080924.65335811,23966.80810075719,3.597341511140729,29.37829066909294,-0.000159863342494404
148089682.7861258,-17539879.06344841,23945.8745584432,3.095652508049442,29.44082634575489,-0.0003327017930416787
148335450.4519894,-14993786.87826555,23908.12087344937,2.593308884403661,29.49513137002945,-0.0005470117389219098
148537788.8243159,-12443354.10534992,23850.56063265819,2.090348473993349,29.54131918473259,-0.000788732360744504
148696645.2225043,-9889278.37254603,23771.46974971006,1.586781788745717,29.57946926165623,-0.001042898093560396
148811967.1168073,-7332252.086316249,23670.41463139933,1.082603873923091,29.60962255535691,-0.001294788604189634
148883701.3297233,-4772965.812936675,23548.18476424902,0.5778067271562314,29.63178097561621,-0.001530969139100335
148911794.2779481,-2212111.523556938,23406.6451079119,0.07239067223484917,29.64591101669518,-0.001740084474842973
148896193.09039,349614.6286696873,23248.53455396302,-0.433626981540186,29.65195074658891,-0.001913301766196085
148836847.3153884,2911510.224069408,23077.24247805681,-0.9402070597552906,29.64981853716674,-0.002044378895822874
148733710.8797298,5472865.252589719,22896.59341042372,-1.447287502652985,29.63942163688433,-0.002129425861836509
148586743.9963445,8032961.465116822,22710.66108334856,-1.954785379075334,29.62066301719807,-0.002166487313230547
148395914.8141791,10591072.20716252,22523.62109164009,-2.462600600108289,29.5934456068662,-0.002155089033744062
148161200.7252686,13146462.49689538,22339.63978061453,-2.970619914244524,29.55767373490762,-0.002095870387735843
147882589.3600919,15698389.11861306,22162.78792418819,-3.478719941191281,29.51325213843759,-0.001990389477988685
147560079.3991559,18246100.55001538,21996.96177314874,-3.986768244583784,29.46008325183934,-0.001841153558874709
147193681.4053875,20788836.61660334,21845.79084678181,-4.494621666732802,29.39806379980486,-0.001651896402247388
146783418.9383161,23325827.87074235,21712.51150561683,-5.002121418423893,29.32708210571035,-0.001428085998011142
146329330.234741,25856294.83611088,21599.7892998755,-5.509084949671387,29.24701802867118,-0.001177581752415335
145831470.6966284,28379447.44303337,21509.48425776511,-6.015295702230696,29.15774783935536,-0.000911256840508301
145289916.261643,30894485.17529249,21442.37469217181,-6.520493561341524,29.05915606141821,-0.0006432745905566861
144704767.4055584,33400598.56162151,21397.88606277853,-7.024370668114898,28.95115455911975,-0.0003906314232740016
144076153.08336,35896972.52886048,21373.90228569135,-7.526577799183216,28.83370565277365,-0.0001716800649553818
143404233.5475515,38382791.67850153,21366.74768803269,-8.02674402937827,28.70684208053826,-3.71202665938597e-06
142689200.9763783,40857246.83620325,21371.39872745052,-8.524506717748958,28.57067520506082,9.980515310381576e-05
141931277.3687655,43319541.59818677,21381.91637404449,-9.019543009090222,28.42538645929045,0.0001314178216116346
141130710.0326878,45768897.47036675,21392.01455830224,-9.51159252933782,28.27120433963588,9.05660974801492e-05
140287765.7320068,48204556.68655673,21395.64082444459,-10.0004653368372,28.10837533841187,-1.697805780409567e-05
139402724.7692434,50625782.59486955,21387.46139762551,-10.48603613664999,27.93713802465398,-0.0001806525594929553
138475875.9642374,53031858.15120239,21363.19533862919,-10.96823043318758,27.75770559597343,-0.0003869491410792847
137507512.9505773,55422083.30084413,21319.79584314674,-11.44700874743462,27.57025733409864,-0.0006210478241435169
136497931.771258,57795771.92092796,21255.50776924565,-11.92235272079619,27.37493646391626,-0.0008680370833360485
135447429.5440974,60152248.74519011,21169.83711399511,-12.39425426575167,27.17185144640101,-0.001113748501506251
134356303.9468284,62490846.47167882,21063.46074924991,-12.8627072966131,26.96107869178563,-0.001345325982670786
133224853.3378106,64810903.13350424,20938.09449998289,-13.32770114981343,26.74266588348997,-0.001551633653301465
132053377.3944851,67111759.78064491,20796.33109988272,-13.78921513092634,26.51663588232184,-0.001723547793060831
130842178.1769448,69392758.53039064,20641.45801513642,-14.24721416107443,26.28299137129483,-0.001854127368016378
129591561.5090684,71653241.04960111,20477.26663175598,-14.70164584423278,26.04172016104999,-0.001938640061998953
128301838.5392678,73892547.50848289,20307.86579207331,-15.15243927817134,25.7928006938039,-0.001974437123266171
126973327.3261448,76110015.99290502,20137.51179053262,-15.59950563806085,25.53620702498348,-0.001960705349423719
125606354.3094145,78304982.29792449,19970.46297167614,-16.04274015260432,25.27191255889056,-0.001898157992359373
124201255.5750937,80476779.97136766,19810.86081919074,-16.48202474895798,24.99989204756406,-0.001788744439330969
122758377.8957358,82624740.44899766,19662.63241464272,-16.91723045654574,24.72012172292154,-0.001635458300681236
121278079.6075889,84748193.12847003,19529.40278563276,-17.34821862334524,24.43257782392045,-0.001442309728416191
119760731.4661135,86846465.26898417,19414.40089401975,-17.77484006359862,24.13723418003331,-0.001214505179286007
118206717.6911878,88918881.6797852,19320.34062279016,-18.19693142244527,23.83405997066079,-0.0009588442360062288
116616437.4606772,90964764.28128648,19249.25951007009,-18.61430843092972,23.52301935186916,-0.0006842863857006165
114990307.1062893,92983431.79540814,19202.3059059158,-19.02675659486891,23.20407524267053,-0.0004025433915533227
113328763.1542576,94974200.0340692,19179.48357506841,-19.43402149112341,22.87719976736653,-0.0001284111909409802
111632266.0693977,96936383.4371632,19179.39385481179,-19.8358031261836,22.5423927749378,0.0001205832888224734
109901304.0882153,98869298.50903755,19199.05383970588,-20.23176059455933,22.19970654729069,0.0003256450196378324
108136396.0050856,100772269.4199348,19233.894729577,-20.62153216720811,21.84926956782426,0.0004693882930473237
106338091.5550912,102644635.2210046,19278.02655430138,-21.00476995503646,21.4912981535212,0.000539168253084199
104506968.4978838,104485757.1824406,19324.77683125436,-21.38117928876781,21.12608674892617,0.000529860943445648
102643626.6423774,106295024.3394683,19367.3996874541,-21.75054766266843,20.75397723230951,0.0004448740571456611
100748680.2515984,108071855.8636418,19399.77769523114,-22.11275231081243,20.37531865950659,0.000294999222789194
98822750.74749984,109815700.0996921,19416.95311836898,-22.46774670531144,19.99043261478284,9.579359609901417e-05
96866461.16487885,111526031.2245932,19415.41244390607,-22.81553554452093,19.59959360939764,-0.0001353174031040183
94880432.85180783,113202344.9028541,19393.1437843889,-23.15614935487467,19.20302485784054,-0.0003812966812875018
92865284.1175788,114844154.0534568,19349.54021789879,-23.4896254495362,18.80090398054681,-0.0006268012825101366
90821630.18474108,116450985.3083482,19285.2267267406,-23.81599667243311,18.39337240029253,-0.000858693825905199
88750083.83524019,118022376.2830578,19201.86559051275,-24.13528616444334,17.98054427182361,-0.001066084854242533
86651256.34314385,119557873.5302949,19101.96771201491,-24.44750554677252,17.56251324989609,-0.001240191875997887
84525758.4955808,121057030.980592,18988.71744708717,-24.75265441915501,17.13935708131492,-0.001374186407444355
82374201.6462595,122519408.7114696,18865.80856511742,-25.05071998516807,16.71114076502849,-0.00146309271581746
80197198.81141949,123944571.9586961,18737.28682504594,-25.34167643794139,16.27791912079296,-0.00150373096390588
77995365.82439356,125332090.3457716,18607.39690367877,-25.62548427239722,15.83973933329033,-0.001494666181108606
75769322.5394512,126681537.3392911,18480.43487823755,-25.90208989444917,15.39664362897575,-0.001436125982197112
73519694.04546906,127992489.9348379,18360.60978575051,-26.17142581310263,14.94867187800976,-0.001329872958245382
71247111.83617394,129264528.5500452,18251.91766045243,-26.43341142755737,14.49586371511848,-0.001179048796930537
68952214.89718534,130497237.065678,18158.02876241505,-26.68795408550597,14.03825979405156,-0.0009880336454592964
66635650.71094076,131690202.9306518,18082.18427135795,-26.93494980751604,13.57590201347806,-0.0007623772698632791
64298076.24051502,132843017.2481333,18027.09388673306,-27.17428292109714,13.10883292548033,-0.0005088543169149418
61940159.01910549,133955274.798151,17994.82211291045,-27.40582387161657,12.63709501712653,-0.0002356727652426116
59562578.5259777,135026574.0355517,17986.65030805767,-27.62942474154805,12.16073111642248,4.718179738638639e-05
57166028.04557716,136056517.2356515,18002.90620347112,-27.84491265973805,11.67978775301956,0.0003275620714831007
54751217.14184533,137044711.1364253,18042.76569199562,-28.05208253214469,11.19432365216826,0.0005909482072876671
52318874.6770902,137990768.6020697,18104.05597399175,-28.25069244864891,10.70442504310021,0.000820757519871762
49869751.92389493,138894311.8957707,18183.12289460003,-28.44046713365809,10.21022718754162,0.0009995844612831206
47404624.82051019,139754977.9170149,18274.85543281585,-28.62111509639989,9.71193701166599,0.001111602822769786
44924294.06620593,140572425.0870558,18372.95918177813,-28.79236113639418,9.209846625013048,0.001145810134415726
42429581.96399824,141346340.5901272,18470.51008450985,-28.95398710150403,8.704326506432798,0.00109903765490138
39921325.92995688,142076445.9662853,18560.70576681942,-29.10586535078599,8.195794592725187,0.0009772944202688372
