            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2458899.500000000, A.D. 2020-Feb-20 00:00:00.0000, -1.293818473612503E+08,  7.385468107425798E+07,  2.256348570670933E+03, -1.516725932846071E+01, -2.605467700599248E+01,  2.696973212918508E-03,  4.969341159346893E+02,  1.489771000801175E+08,  2.557988886737839E-01,
2458900.500000000, A.D. 2020-Feb-21 00:00:00.0000, -1.306724711117927E+08,  7.159242357370436E+07,  2.486795717015862E+03, -1.470749450210973E+01, -2.631098117714499E+01,  2.629261600821664E-03,  4.970079254007262E+02,  1.489992276013643E+08,  2.563620532348588E-01,
2458901.500000000, A.D. 2020-Feb-22 00:00:00.0000, -1.319231682176550E+08,  6.930839009500106E+07,  2.709363236211240E+03, -1.424307061862983E+01, -2.655872473439339E+01,  2.515700594686976E-03,  4.970818576959397E+02,  1.490213919458720E+08,  2.566648529909806E-01,
2458902.500000000, A.D. 2020-Feb-23 00:00:00.0000, -1.331335464634566E+08,  6.700332663375065E+07,  2.920399161960930E+03, -1.377422859176072E+01, -2.679776442586435E+01,  2.363642937282862E-03,  4.971558494195066E+02,  1.490435741065517E+08,  2.567876305380066E-01,
2458903.500000000, A.D. 2020-Feb-24 00:00:00.0000, -1.343032348707080E+08,  6.467799053969203E+07,  3.116930662579834E+03, -1.330121841090360E+01, -2.702798067944654E+01,  2.181393570644730E-03,  4.972298598858345E+02,  1.490657618861699E+08,  2.568073843974564E-01,
2458904.500000000, A.D. 2020-Feb-25 00:00:00.0000, -1.354318843049171E+08,  6.233314848141415E+07,  3.296730067186058E+03, -1.282429507983683E+01, -2.724927721636226E+01,  1.977835602779976E-03,  4.973038699193034E+02,  1.490879495360202E+08,  2.567961491548718E-01,
2458905.500000000, A.D. 2020-Feb-26 00:00:00.0000, -1.365191677469571E+08,  5.996957448243620E+07,  3.458349581558257E+03, -1.234371497702614E+01, -2.746157977733401E+01,  1.762085843257211E-03,  4.973778802469121E+02,  1.491101372740514E+08,  2.568198816059666E-01,
2458906.500000000, A.D. 2020-Feb-27 00:00:00.0000, -1.375647802845925E+08,  5.758804810237881E+07,  3.601129023157060E+03, -1.185973309267101E+01, -2.766483408891991E+01,  1.543221920421445E-03,  4.974519096809474E+02,  1.491323307400452E+08,  2.569381584619864E-01,
2458907.500000000, A.D. 2020-Feb-28 00:00:00.0000, -1.385684389170148E+08,  5.518935281100462E+07,  3.725184457153082E+03, -1.137260150444026E+01, -2.785900353320008E+01,  1.330117675820475E-03,  4.975259933506902E+02,  1.491545404654950E+08,  2.572048210800930E-01,
2458908.500000000, A.D. 2020-Feb-29 00:00:00.0000, -1.395298822854493E+08,  5.277427455210771E+07,  3.831387889530510E+03, -1.088256917492957E+01, -2.804406720816896E+01,  1.131400483501466E-03,  4.976001812445966E+02,  1.491767814365631E+08,  2.576694409424127E-01,
2458909.500000000, A.D. 2020-Mar-01 00:00:00.0000, -1.404488704344683E+08,  5.034360043102103E+07,  3.921347984042019E+03, -1.038988278472088E+01, -2.822001912696788E+01,  9.555115139683323E-04,  4.976745372480610E+02,  1.491990728056087E+08,  2.583792043657921E-01,
2458910.500000000, A.D. 2020-Mar-02 00:00:00.0000, -1.413251846669681E+08,  4.789811739798649E+07,  3.997398582607508E+03, -9.894787920792734E+00, -2.838686920696563E+01,  8.108138021540867E-04,  4.977491387085176E+02,  1.492214377608095E+08,  2.593805563861319E-01,
2458911.500000000, A.D. 2020-Mar-03 00:00:00.0000, -1.421586274795800E+08,  4.543861075314932E+07,  4.062595408527181E+03, -9.397529534285509E+00, -2.854464644419300E+01,  7.056546886179405E-04,  4.978240763329976E+02,  1.492439034954490E+08,  2.607196902811293E-01,
2458912.500000000, A.D. 2020-Mar-04 00:00:00.0000, -1.429490224535221E+08,  4.296586228362491E+07,  4.120711518591270E+03, -8.898350168981009E+00, -2.869340418236615E+01,  6.482487868435527E-04,  4.978994539235417E+02,  1.492665011285963E+08,  2.624407213413172E-01,
2458913.500000000, A.D. 2020-Mar-05 00:00:00.0000, -1.436962138313350E+08,  4.048064788539383E+07,  4.176208910970017E+03, -8.397484149590138E+00, -2.883322650632721E+01,  6.462134030300604E-04,  4.979753870963956E+02,  1.492892653211299E+08,  2.645802497324433E-01,
2458914.500000000, A.D. 2020-Mar-06 00:00:00.0000, -1.444000653546040E+08,  3.798373466398509E+07,  4.234148851530626E+03, -7.895146071103830E+00, -2.896423336972741E+01,  7.055914084244108E-04,  4.980519997852705E+02,  1.493122332274417E+08,  2.671573233847884E-01,
2458915.500000000, A.D. 2020-Mar-07 00:00:00.0000, -1.450604578397865E+08,  3.547587779055719E+07,  4.299992684733123E+03, -7.391513243054952E+00, -2.908658030019502E+01,  8.292998363330639E-04,  4.981294172001788E+02,  1.493354423845491E+08,  2.701591130225044E-01,
2458916.500000000, A.D. 2020-Mar-08 00:00:00.0000, -1.456772850617881E+08,  3.295781780636690E+07,  4.379249988593161E+03, -6.886704907642332E+00, -2.920044746777098E+01,  1.015215353474375E-03,  4.982077543621874E+02,  1.493589272749004E+08,  2.735253369256814E-01,
2458917.500000000, A.D. 2020-Mar-09 00:00:00.0000, -1.462504479535719E+08,  3.043027947306095E+07,  4.476966816280037E+03, -6.380765654148794E+00, -2.930601462627284E+01,  1.254528486148487E-03,  4.982871007198428E+02,  1.493827147144952E+08,  2.771379913836732E-01,
2458918.500000000, A.D. 2020-Mar-10 00:00:00.0000, -1.467798479339856E+08,  2.789397333282817E+07,  4.597117515355349E+03, -5.873663586942723E+00, -2.940342462243104E+01,  1.531322436100879E-03,  4.983675035737916E+02,  1.494068188837107E+08,  2.808246179664162E-01,
2458919.500000000, A.D. 2020-Mar-11 00:00:00.0000, -1.472653810178163E+08,  2.534960053107395E+07,  4.742042797144502E+03, -5.365310839977268E+00, -2.949274690158753E+01,  1.824134781699627E-03,  4.984489550325121E+02,  1.494312374167283E+08,  2.843796383789269E-01,
2458920.500000000, A.D. 2020-Mar-12 00:00:00.0000, -1.477069346064260E+08,  2.279786021413087E+07,  4.912107633959502E+03, -4.855603530477389E+00, -2.957395689087664E+01,  2.109362714509899E-03,  4.985313872803496E+02,  1.494559499829259E+08,  2.875990440015534E-01,
2458921.500000000, A.D. 2020-Mar-13 00:00:00.0000, -1.481043880746183E+08,  2.023945762128059E+07,  5.105692060519941E+03, -4.344466651095455E+00, -2.964694115268443E+01,  2.365299740162641E-03,  4.986146782225019E+02,  1.494809199792029E+08,  2.903151645925950E-01,
2458922.500000000, A.D. 2020-Mar-14 00:00:00.0000, -1.484576168097250E+08,  1.767511069850127E+07,  5.319500670206733E+03, -3.831886652998116E+00, -2.971152473807220E+01,  2.575247078004494E-03,  4.986986654709077E+02,  1.495060987228431E+08,  2.924180732083936E-01,
2458923.500000000, A.D. 2020-Mar-15 00:00:00.0000, -1.487664981713456E+08,  1.510555387120401E+07,  5.549065148314461E+03, -3.317922887093774E+00, -2.976750698375752E+01,  2.728812303232075E-03,  4.987831638459982E+02,  1.495314306984085E+08,  2.938586469616098E-01,
2458924.500000000, A.D. 2020-Mar-16 00:00:00.0000, -1.490309175944579E+08,  1.253153887579459E+07,  5.789282823728397E+03, -2.802700707859215E+00, -2.981469199534720E+01,  2.821539492439129E-03,  4.988679815809294E+02,  1.495568584156455E+08,  2.946377934576920E-01,
2458925.500000000, A.D. 2020-Mar-17 00:00:00.0000, -1.492507736256311E+08,  9.953833454926683E+06,  6.034877617009915E+03, -2.286395298424360E+00, -2.985290720216821E+01,  2.853623654733184E-03,  4.989529324448403E+02,  1.495823260439466E+08,  2.947902941179846E-01,
2458926.500000000, A.D. 2020-Mar-18 00:00:00.0000, -1.494259814769527E+08,  7.373218961913949E+06,  6.280738395276945E+03, -1.769214648978856E+00, -2.988201056475183E+01,  2.828461267236904E-03,  4.990378432896180E+02,  1.496077816748134E+08,  2.943700235558420E-01,
