            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2458878.500000000, A.D. 2020-Jan-30 00:00:00.0000, -4.494599243126256E+07, -4.411900076543994E+08, -3.376961920731902E+06,  1.288002549609129E+01,  9.005668595254903E+00,  7.916292621808396E-01,  1.479311329706111E+03,  4.434863796798434E+08, -1.027041648967246E+01,
2458879.500000000, A.D. 2020-Jan-31 00:00:00.0000, -4.383290820170818E+07, -4.404094234409224E+08, -3.308546134445459E+06,  1.288579453761758E+01,  9.063451224337120E+00,  7.920684359604975E-01,  1.476347037976585E+03,  4.425977073760198E+08, -1.030071257973652E+01,
2458880.500000000, A.D. 2020-Feb-01 00:00:00.0000, -4.271933037237670E+07, -4.396238362042598E+08, -3.240092679112256E+06,  1.289145117508286E+01,  9.121479637905068E+00,  7.925012168362988E-01,  1.473374005474670E+03,  4.417064146545569E+08, -1.033107434711414E+01,
2458881.500000000, A.D. 2020-Feb-02 00:00:00.0000, -4.160526871798621E+07, -4.388332246252035E+08, -3.171602110732734E+06,  1.289699394604113E+01,  9.179755770496110E+00,  7.929275200043215E-01,  1.470392213236205E+03,  4.408124958301421E+08, -1.036150204138949E+01,
2458882.500000000, A.D. 2020-Feb-03 00:00:00.0000, -4.049073314063882E+07, -4.380375672165353E+08, -3.103074992694944E+06,  1.290242136417047E+01,  9.238281576771492E+00,  7.933472592546784E-01,  1.467401642225312E+03,  4.399159451959628E+08, -1.039199591067175E+01,
2458883.500000000, A.D. 2020-Feb-04 00:00:00.0000, -3.937573367190188E+07, -4.372368423212737E+08, -3.034511895897090E+06,  1.290773191882360E+01,  9.297059031781405E+00,  7.937603469459860E-01,  1.464402273334826E+03,  4.390167570238353E+08, -1.042255620151957E+01,
2458884.500000000, A.D. 2020-Feb-05 00:00:00.0000, -3.826028047493070E+07, -4.364310281109049E+08, -2.965913398872375E+06,  1.291292407455880E+01,  9.356090131189031E+00,  7.941666939765488E-01,  1.461394087386764E+03,  4.381149255643448E+08, -1.045318315881758E+01,
2458885.500000000, A.D. 2020-Feb-06 00:00:00.0000, -3.714438384663021E+07, -4.356201025835890E+08, -2.897280087916493E+06,  1.291799627068318E+01,  9.415376891552683E+00,  7.945662097573565E-01,  1.458377065132818E+03,  4.372104450469936E+08, -1.048387702570626E+01,
2458886.500000000, A.D. 2020-Feb-07 00:00:00.0000, -3.602805421985748E+07, -4.348040435623437E+08, -2.828612557217389E+06,  1.292294692076550E+01,  9.474921350578615E+00,  7.949588021836291E-01,  1.455351187254870E+03,  4.363033096803556E+08, -1.051463804347420E+01,
2458887.500000000, A.D. 2020-Feb-08 00:00:00.0000, -3.491130216566703E+07, -4.339828286932061E+08, -2.759911408987343E+06,  1.292777441214135E+01,  9.534725567376286E+00,  7.953443776053768E-01,  1.452316434365542E+03,  4.353935136522416E+08, -1.054546645144636E+01,
2458888.500000000, A.D. 2020-Feb-09 00:00:00.0000, -3.379413839559878E+07, -4.331564354433719E+08, -2.691177253597856E+06,  1.293247710541164E+01,  9.594791622723978E+00,  7.957228407975179E-01,  1.449272787008781E+03,  4.344810511298729E+08, -1.057636248687628E+01,
